track,artist,album,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,stream,views,likes,comments,tiktok_views,tiktok_posts,release_date,tiktok_likes
hookah bar,himesh reshammiya,khiladi 786,0.73,0.656,11.0,-5.07,0.0294,0.00797,0.00271,0.108,0.743,131.04,254.351,44354111.0,398876627.0,2083222.0,41703.0,,,,
valentine's mashup 2019,himesh reshammiya,valentine's mashup 2019,0.595,0.61,7.0,-6.887,0.0499,0.332,2.14e-06,0.0628,0.314,97.974,212.522,55399812.0,1445296.0,13843.0,24.0,,,,
main woh chaand,himesh reshammiya,teraa surroor,0.583,0.45,5.0,-7.218,0.0292,0.364,0.00166,0.141,0.217,92.043,322.809,12681424.0,240570103.0,1628843.0,48379.0,,,,
bewajah,himesh reshammiya,sanam teri kasam (original motion picture soundtrack),0.545,0.678,4.0,-5.2,0.0358,0.426,0.0,0.194,0.23,143.965,308.0,17316822.0,17287625.0,85700.0,1038.0,,,,
"52 non stop dilbar dilbar remix(remix by kedrock,sd style)",himesh reshammiya,52 non stop dilbar dilbar remix,0.521,0.837,7.0,-4.501,0.0794,0.0593,1.28e-05,0.157,0.48,106.001,4581.483,23128326.0,8053055.0,62411.0,1257.0,,,,
jhalak dikhla ja,himesh reshammiya,aksar,0.688,0.737,2.0,-10.051,0.0443,0.015,0.00025,0.0599,0.635,110.969,317.56,13762657.0,243322920.0,1126162.0,42411.0,,,,
mujhko yaad sataye teri,himesh reshammiya,phir hera pheri,0.914,0.585,6.0,-10.459,0.126,0.019,9.65e-05,0.0503,0.53,110.981,279.16,8473182.0,55575051.0,261410.0,6538.0,,,,
merre liye,himesh reshammiya,merre liye,0.677,0.525,9.0,-5.764,0.0306,0.231,0.0,0.162,0.396,110.978,239.009,3602385.0,19766424.0,606423.0,17094.0,,,,
aap ki kashish,himesh reshammiya,aashiq banaya aapne,0.69,0.78,8.0,-7.412,0.0489,0.117,0.0,0.0696,0.718,110.963,333.653,10607418.0,135567878.0,618066.0,18985.0,,,,
bekhudi,himesh reshammiya,teraa surroor,0.717,0.475,1.0,-5.672,0.0276,0.658,5.16e-06,0.112,0.423,89.998,347.81,6602143.0,172850242.0,1305484.0,38022.0,,,,
good good father,chris tomlin,the ultimate playlist,0.429,0.587,9.0,-4.588,0.0275,0.315,0.0,0.108,0.164,145.003,293.398,154037673.0,7817203.0,69090.0,1992.0,,,,
whom shall i fear (god of angel armies),chris tomlin,burning lights,0.444,0.778,0.0,-3.037,0.0324,0.051,0.0,0.269,0.42,148.044,267.906,53436813.0,74459128.0,248891.0,10163.0,,,,
how great is our god,chris tomlin,how great is our god: the essential collection,0.318,0.573,1.0,-5.653,0.0324,0.107,0.0,0.0854,0.0765,156.054,305.427,82424075.0,29971575.0,194663.0,5716.0,,,,
our god,chris tomlin,and if our god is for us...,0.509,0.778,11.0,-3.608,0.0295,0.00998,0.0,0.19,0.216,105.066,285.16,98944890.0,66665888.0,363209.0,12895.0,,,,
amazing grace (my chains are gone),chris tomlin,double take - chris tomlin,0.471,0.164,7.0,-10.879,0.0324,0.833,0.0,0.101,0.17,125.242,267.067,72376065.0,10353167.0,67515.0,2550.0,,,,
thank you lord (feat. thomas rhett & florida georgia line),chris tomlin,chris tomlin & friends,0.667,0.87,9.0,-3.321,0.078,0.391,0.0,0.0697,0.695,104.946,168.693,25267710.0,6312275.0,73705.0,1949.0,,,,
noel - live,chris tomlin,adore: christmas songs of worship (live),0.344,0.248,10.0,-10.553,0.0306,0.678,0.0,0.106,0.119,137.92,257.653,18082097.0,28007350.0,177518.0,5123.0,,,,
at the cross (love ran red),chris tomlin,love ran red,0.391,0.535,8.0,-4.516,0.0291,0.00324,0.0,0.205,0.127,145.937,250.627,44001143.0,14479571.0,84296.0,2444.0,,,,
who you are to me (feat. lady a),chris tomlin,chris tomlin & friends,0.586,0.791,1.0,-4.761,0.0346,0.255,0.0,0.112,0.305,96.033,230.36,26404304.0,6899697.0,78766.0,1644.0,,,,
home,chris tomlin,never lose sight (deluxe edition),0.468,0.786,9.0,-2.757,0.0334,0.0363,0.0,0.31,0.461,84.992,219.72,33678230.0,13184489.0,91856.0,3717.0,,,,
mi enemigo el amor,pancho barraza,el vagabundo que te ama,0.592,0.579,4.0,-5.904,0.0498,0.198,0.0,0.141,0.633,120.025,234.667,209017302.0,11638567.0,66002.0,927.0,,,,
mãºsica romã¡ntica,pancho barraza,"mis 30 aniversario, vol. 2",0.675,0.453,8.0,-7.125,0.0764,0.237,0.0,0.102,0.825,160.042,232.573,78183952.0,2438594.0,26013.0,394.0,,,,
pero la recuerdo (cumbia santa marã­a),pancho barraza,invã©ntame un amor,0.809,0.705,5.0,-8.187,0.0437,0.0443,9.67e-06,0.078,0.941,94.655,227.289,69113838.0,17869352.0,45901.0,334.0,,,,
una noche cualquiera,pancho barraza,"mis 30 aniversario, vol. 1",0.524,0.423,0.0,-7.292,0.0854,0.127,0.0,0.16,0.649,148.369,215.107,17842926.0,24487810.0,103775.0,914.0,,,,
ignoraste mis lã¡grimas,pancho barraza,mis canciones de amor,0.441,0.544,2.0,-7.818,0.0413,0.385,3.25e-06,0.162,0.898,83.461,174.974,41530239.0,7670383.0,35850.0,21.0,,,,
pero la recuerdo,pancho barraza,pero la recuerdo,0.674,0.711,7.0,-3.127,0.0724,0.195,0.0,0.0881,0.848,179.854,242.907,40694381.0,17869352.0,45901.0,334.0,,,,
mi amor y mi agonã­a,pancho barraza,cuenta conmigo,0.53,0.515,9.0,-8.034,0.0371,0.229,3e-06,0.433,0.841,168.381,171.41,21657820.0,1125736.0,7982.0,113.0,,,,
ya se fue,pancho barraza,"mis 30 aniversario, vol. 3",0.784,0.392,7.0,-7.558,0.0287,0.307,1.17e-06,0.0962,0.77,109.97,201.4,9868239.0,10274329.0,51415.0,679.0,,,,
polvo y nada,pancho barraza,polvo y nada,0.678,0.696,7.0,-5.124,0.0293,0.0493,0.0,0.0501,0.817,119.973,214.506,14641359.0,17779040.0,75066.0,1320.0,,,,
mis canciones de amor,pancho barraza,mis canciones de amor,0.85,0.533,0.0,-7.294,0.0489,0.393,3.62e-05,0.132,0.962,114.112,171.561,16012189.0,1003700.0,6408.0,244.0,,,,
"handel / orch. hale: keyboard suite no. 4 in d minor, hwv 437: iii. sarabande",george frideric handel,handel sarabande,0.0939,0.0336,2.0,-24.041,0.0606,0.927,0.83,0.0954,0.0516,67.359,207.267,78592874.0,578772.0,7643.0,376.0,,,,
menuet in g minor (trans. w. kempff),george frideric handel,kempff: italian suite / piano sonata / transcriptions,0.445,0.00957,7.0,-32.902,0.0473,0.995,0.887,0.107,0.0794,73.056,193.0,3530471.0,297227.0,2699.0,109.0,,,,
"handel: suite no. 11 in d minor, hwv 437: iii. sarabande - remastered 2022",george frideric handel,piano chillout: 22 relaxing classical themes (remastered 2022),0.453,0.0146,2.0,-28.68,0.0549,0.995,0.921,0.0572,0.178,118.902,177.771,2714585.0,6548.0,170.0,0.0,,,,
ode to joy to the world,george frideric handel,christmas together,0.487,0.504,2.0,-10.579,0.0314,0.908,0.702,0.593,0.325,115.199,246.533,5661627.0,3156.0,20.0,0.0,,,,
"messiah, hwv 56, part i: pastoral symphony, ""pifa"" (arr. l. stokowski)",george frideric handel,"bach, j.s. / purcell / handel: stokowski transcriptions",0.107,0.0329,0.0,-29.429,0.0389,0.962,0.868,0.0932,0.0377,91.64,227.013,9592413.0,112.0,1.0,0.0,,,,
"rinaldo, hwv 7a, act ii, scene 4: lascia ch'io pianga - arr. for french horn",george frideric handel,baroque arias for horn (beyond words),0.128,0.0209,11.0,-26.683,0.0437,0.989,0.374,0.0818,0.0598,96.923,300.0,4810941.0,3472.0,44.0,0.0,,,,
"rinaldo, hwv 7: lascia ch'io pianga (arr. for piano & bass)",george frideric handel,tranquillo ii,0.421,0.0148,5.0,-24.75,0.0663,0.994,0.952,0.0921,0.508,59.082,212.64,6387480.0,9833.0,132.0,4.0,,,,
"rinaldo, hwv 7: lascia ch'io pianga (arr. for piano)",george frideric handel,handel variations,0.253,0.0272,5.0,-31.271,0.0431,0.993,0.916,0.0979,0.125,68.211,268.0,11714445.0,232206.0,3011.0,144.0,,,,
"suite in d minor, hwv 447: allemande",george frideric handel,baroque conversations,0.499,0.051,2.0,-32.684,0.0509,0.995,0.916,0.0949,0.56,73.782,96.293,4034162.0,34187.0,661.0,23.0,,,,
"solomon, hwv 67: arrival of the queen of sheba",george frideric handel,handel : the best of handel,0.522,0.178,10.0,-18.764,0.0492,0.947,0.921,0.366,0.743,106.959,210.0,3682697.0,2423945.0,10510.0,488.0,,,,
loco,pesado,todo tuyo,0.771,0.71,7.0,-7.036,0.0303,0.112,0.0,0.0721,0.962,136.119,235.907,75616900.0,54788.0,330.0,25.0,,,,
a chillar a otra parte,pesado,tu sombra,0.466,0.768,0.0,-7.267,0.106,0.214,0.0,0.0792,0.943,168.446,200.56,57167868.0,282402.0,1615.0,35.0,,,,
ojalã¡ que te mueras,pesado,rezare,0.588,0.782,11.0,-6.359,0.112,0.309,0.0,0.186,0.845,86.679,180.667,81192182.0,50117274.0,152513.0,4065.0,,,,
le creã­,pesado,mi promesa,0.661,0.713,11.0,-5.739,0.24,0.481,0.0,0.285,0.747,164.103,196.76,36600952.0,80017400.0,231932.0,3064.0,,,,
mi promesa,pesado,mi promesa,0.58,0.671,7.0,-5.723,0.0481,0.565,0.0,0.316,0.697,154.021,229.56,43225734.0,101144922.0,297218.0,5690.0,,,,
"te quiero, te amo",pesado,tu sombra,0.79,0.534,8.0,-7.556,0.0491,0.392,0.0,0.133,0.944,134.112,216.893,28232861.0,2592201.0,10289.0,268.0,,,,
gracias por tu amor,pesado,gracias por tu amor,0.531,0.737,0.0,-5.507,0.103,0.191,0.0,0.0837,0.603,79.825,146.173,7176274.0,9325955.0,30433.0,532.0,,,,
mientras dormã­as,pesado,una historia para siempre,0.491,0.678,11.0,-5.635,0.129,0.43,0.0,0.0919,0.71,158.928,153.987,16924464.0,38544885.0,110462.0,2156.0,,,,
el mil amores,pesado,una historia para siempre,0.607,0.747,9.0,-5.44,0.105,0.277,0.0,0.112,0.829,181.623,203.0,22626137.0,24020254.0,87110.0,1037.0,,,,
te quiero,pesado,te quiero,0.659,0.738,11.0,-5.81,0.0662,0.0256,2.59e-06,0.13,0.622,88.373,153.733,364918.0,394999.0,8627.0,216.0,,,,
kanha re,traditional,kanha re,0.449,0.868,10.0,-5.102,0.0755,0.083,0.0,0.0577,0.518,139.979,225.237,336809.0,11684286.0,212442.0,5133.0,,,,
neem,traditional,rakhi,0.601,0.835,4.0,-8.274,0.0614,0.0793,0.0057,0.0792,0.819,92.995,243.987,302544.0,13318.0,129.0,36.0,,,,
hey djan,traditional,armenian spirit (esprit d'armã©nie),0.0879,0.0111,9.0,-27.657,0.0512,0.995,0.959,0.115,0.0475,75.64,204.92,284443.0,6925.0,70.0,0.0,,,,
carmina burana: o fortuna,traditional,carmina burana (reduced version),0.383,0.127,2.0,-22.123,0.0301,0.959,0.000684,0.133,0.507,133.782,159.614,96415.0,31143974.0,518057.0,17026.0,,,,
a merry christmas,traditional,les chants de noã«l du monde,0.391,0.143,10.0,-24.74,0.0509,0.994,1.2e-05,0.0856,0.425,79.56,93.253,52321.0,26239.0,142.0,,,,,
den ville sauen / sulla meg litt,traditional,"god natt, min skatt",0.362,0.101,2.0,-15.961,0.0392,0.989,0.0025,0.192,0.323,174.771,223.547,254150.0,968.0,2.0,0.0,,,,
on strings,traditional,on strings,0.554,0.459,5.0,-5.559,0.0378,0.832,0.0,0.128,0.535,133.337,199.126,246076.0,,,,,,,
"il est nã©, le divin enfant",traditional,les chants de noã«l du monde,0.294,0.0754,9.0,-29.254,0.046,0.991,0.0,0.154,0.354,84.099,104.947,38212.0,131403.0,1164.0,1.0,,,,
mexican folksong,traditional,andrã©s segovia - the art of segovia,0.636,0.245,4.0,-19.137,0.0475,0.958,0.926,0.123,0.677,124.446,92.707,143545.0,,,,,,,
amazigh lullaby,traditional,the voice of emotion,0.45,0.0143,7.0,-26.729,0.0438,0.969,0.00323,0.0956,0.156,84.558,153.066,,15107.0,217.0,1.0,,,,
el indio enamorado,grupo laberinto,el indio enamorado,0.65,0.427,9.0,-5.306,0.0515,0.742,2.15e-06,0.133,0.916,95.547,188.128,52710799.0,91343653.0,250533.0,2681.0,,,,
en la barra,grupo laberinto,para vivir contigo,0.589,0.468,5.0,-7.852,0.0986,0.507,5.25e-06,0.0315,0.952,181.525,155.144,26034874.0,12008781.0,25315.0,897.0,,,,
el cadete,grupo laberinto,pienso en ti,0.709,0.478,8.0,-4.025,0.0655,0.752,0.0,0.0776,0.962,72.546,179.347,40491626.0,30587917.0,89020.0,1715.0,,,,
el chueco galindo,grupo laberinto,para vivir contigo,0.653,0.452,4.0,-5.938,0.0593,0.694,0.0,0.0481,0.962,102.736,140.957,9463181.0,10179916.0,27080.0,503.0,,,,
el profeta,grupo laberinto,el profeta y otros caballos famosos,0.778,0.39,7.0,-7.259,0.13,0.788,0.0,0.346,0.964,106.517,204.92,24559660.0,10280188.0,24842.0,685.0,,,,
mi potra,grupo laberinto,la historia continãºa,0.546,0.437,9.0,-5.915,0.239,0.356,0.0,0.0978,0.858,159.52,181.401,20474126.0,4377.0,32.0,1.0,,,,
el perron merino,grupo laberinto,otra carga de corridos,0.534,0.411,0.0,-6.081,0.212,0.727,0.0,0.24,0.971,201.013,146.588,7821784.0,46935.0,257.0,2.0,,,,
laurita garza,grupo laberinto,corridos pesadã­simos,0.463,0.447,11.0,-5.779,0.121,0.762,0.0,0.0983,0.966,205.023,167.288,13952262.0,9856736.0,17612.0,562.0,,,,
esos tus ojos,grupo laberinto,territorio prohibido,0.618,0.524,8.0,-6.128,0.0382,0.639,3.33e-06,0.0822,0.96,97.091,218.471,20686886.0,9556517.0,41104.0,432.0,,,,
la corita,grupo laberinto,me voy como vine,0.733,0.592,8.0,-4.251,0.116,0.705,0.0,0.292,0.972,106.896,167.207,10249177.0,53002402.0,117473.0,,,,,
the ecstasy of gold,ennio morricone,"the good, the bad & the ugly (original motion picture soundtrack)",0.134,0.474,9.0,-13.864,0.0518,0.826,0.58,0.195,0.133,98.854,203.227,57417003.0,1016389.0,21749.0,1512.0,,,,
gabriel's oboe,ennio morricone,the mission: music from the motion picture,0.233,0.195,2.0,-17.202,0.0461,0.96,0.914,0.0793,0.0675,61.211,134.133,48877206.0,8406437.0,63069.0,2643.0,,,,
"the good, the bad and the ugly - main title",ennio morricone,"the good, the bad & the ugly (original motion picture soundtrack)",0.304,0.657,0.0,-13.567,0.0824,0.787,0.954,0.113,0.102,120.338,162.133,32694477.0,276577.0,5125.0,111.0,,,,
once upon a time in the west - main theme,ennio morricone,once upon a time in the west (original motion picture soundtrack) [remastered],0.123,0.214,2.0,-10.946,0.037,0.836,0.676,0.13,0.0451,90.408,223.12,16778947.0,33496456.0,104190.0,7374.0,,,,
here's to you (feat. joan baez),ennio morricone,sacco e vanzetti (original motion picture soundtrack) [remastered],0.434,0.576,0.0,-6.407,0.0361,0.63,0.0,0.164,0.447,112.661,188.827,20466492.0,4441809.0,31277.0,1968.0,,,,
the mission,ennio morricone,the mission: music from the motion picture,0.232,0.0928,7.0,-23.182,0.0443,0.988,0.871,0.0732,0.0373,76.735,169.24,10584928.0,8406437.0,63069.0,2643.0,,,,
once upon a time in america (deborah's theme),ennio morricone,morricone film music,0.0718,0.0468,4.0,-22.929,0.0441,0.971,0.909,0.0916,0.0341,78.421,251.653,20801342.0,14387823.0,69525.0,4752.0,,,,
nuovo cinema paradiso,ennio morricone,nuovo cinema paradiso (original motion picture soundtrack) [remastered edition],0.274,0.148,10.0,-16.815,0.0367,0.989,0.889,0.121,0.188,127.323,178.667,16699676.0,28573747.0,144491.0,6015.0,,,,
"the good, the bad and the ugly - il buono, il brutto, il cattivo (titles)",ennio morricone,"the good, the bad and the ugly (original motion picture soundtrack) [remastered edition]",0.326,0.895,2.0,-4.987,0.139,0.626,0.843,0.109,0.0679,107.613,162.387,27368908.0,2204442.0,24465.0,476.0,,,,
on earth as it is in heaven,ennio morricone,the mission: music from the motion picture,0.424,0.212,2.0,-19.552,0.0275,0.967,0.958,0.0482,0.183,96.107,230.693,14432193.0,1346696.0,8468.0,365.0,,,,
amiga da minha mulher,seu jorge,"musica para churrasco, vol. 1",0.788,0.916,9.0,-5.152,0.121,0.714,0.0,0.0867,0.828,104.013,248.08,71194964.0,4924599.0,,1617.0,,,,
burguesinha,seu jorge,america brasil,0.682,0.949,2.0,-5.401,0.0422,0.563,0.00403,0.337,0.96,101.976,258.187,55692713.0,1682747.0,12900.0,321.0,,,,
felicidade,seu jorge,"musica para churrasco, vol. 2",0.549,0.81,2.0,-6.425,0.0398,0.342,0.0,0.203,0.806,113.819,267.413,36711513.0,72173.0,979.0,20.0,,,,
mina do condomã­nio,seu jorge,america brasil,0.677,0.868,11.0,-4.313,0.0322,0.594,0.0,0.0967,0.966,95.994,400.627,23637342.0,21951.0,504.0,13.0,,,,
ã isso aã­ (the blower's daughter),seu jorge,ana e jorge,0.294,0.321,8.0,-8.783,0.0293,0.638,0.0,0.947,0.224,107.134,318.027,41353830.0,137545158.0,742310.0,22960.0,,,,
final de semana,seu jorge,final de semana,0.795,0.502,4.0,-5.746,0.214,0.676,0.0,0.52,0.653,129.533,201.683,24994895.0,7614632.0,117736.0,2425.0,,,,
vou festejar,seu jorge,"sambabook jorge aragã£o, vol. 2",0.46,0.615,11.0,-9.581,0.0857,0.495,0.0,0.119,0.823,97.982,199.56,6191893.0,1141289.0,15344.0,411.0,,,,
clube do samba,seu jorge,"sambabook joã£o nogueira, 2",0.614,0.749,11.0,-9.502,0.283,0.375,0.0,0.666,0.78,105.169,278.853,23335006.0,132649.0,1553.0,44.0,,,,
mina do condomã­nio (ao vivo),seu jorge,"musicas para churrasco, vol.1 (ao vivo) (delux edition)",0.672,0.964,11.0,-5.276,0.046,0.213,3.4e-06,0.39,0.824,107.976,346.68,15906788.0,21951.0,504.0,13.0,,,,
sã£o gonã§a,seu jorge,ana e jorge,0.493,0.537,7.0,-7.887,0.0493,0.781,0.0,0.982,0.507,109.541,297.067,14316304.0,18086330.0,124077.0,1865.0,,,,
suzanne,leonard cohen,songs of leonard cohen,0.409,0.172,6.0,-16.44,0.0389,0.922,0.00112,0.111,0.352,132.151,229.293,114623979.0,10448232.0,70868.0,2464.0,,,,
hallelujah,leonard cohen,various positions,0.28,0.344,0.0,-12.577,0.0293,0.715,0.00642,0.133,0.232,171.143,277.16,109391806.0,225385702.0,1125139.0,56058.0,,,,
you want it darker,leonard cohen,you want it darker,0.674,0.327,4.0,-16.986,0.0574,0.613,0.199,0.0756,0.494,108.995,284.373,62532499.0,23570350.0,188733.0,10473.0,,,,
dance me to the end of love,leonard cohen,various positions,0.588,0.38,7.0,-11.879,0.0251,0.269,8.36e-06,0.0741,0.502,132.885,280.627,48887738.0,159890161.0,821190.0,24568.0,,,,
famous blue raincoat,leonard cohen,songs of love and hate,0.474,0.0404,9.0,-22.208,0.0387,0.948,0.000263,0.111,0.18,119.415,310.773,56932454.0,4300282.0,40610.0,1276.0,,,,
"so long, marianne",leonard cohen,songs of leonard cohen,0.543,0.395,9.0,-11.396,0.0267,0.701,4.24e-05,0.0961,0.231,94.872,340.56,54494351.0,3676494.0,21677.0,1047.0,,,,
i'm your man,leonard cohen,i'm your man,0.712,0.308,11.0,-16.003,0.036,0.328,0.0,0.0835,0.5,94.123,265.187,34484692.0,29327957.0,113971.0,4612.0,,,,
the partisan,leonard cohen,songs from a room,0.422,0.21,7.0,-18.32,0.0375,0.885,0.00273,0.129,0.343,86.872,205.853,23961540.0,3890119.0,21787.0,1199.0,,,,
"hey, that's no way to say goodbye",leonard cohen,songs of leonard cohen,0.442,0.25,10.0,-13.017,0.0314,0.893,1.76e-05,0.103,0.285,138.906,176.52,22158972.0,3280427.0,21658.0,744.0,,,,
everybody knows,leonard cohen,i'm your man,0.785,0.457,1.0,-13.827,0.0273,0.643,2.57e-06,0.172,0.692,104.205,334.867,28984255.0,1929193.0,22061.0,932.0,,,,
killing me softly with his song,fugees,the score (expanded edition),0.765,0.29,4.0,-17.117,0.139,0.0279,0.0,0.571,0.506,92.409,298.773,518080621.0,351406683.0,2549488.0,42859.0,,,,
ready or not,fugees,the score (expanded edition),0.607,0.422,10.0,-13.364,0.499,0.209,0.0,0.0839,0.563,130.47,226.987,270271722.0,212067476.0,1317005.0,30300.0,,,,
fu-gee-la,fugees,the score (expanded edition),0.681,0.505,1.0,-11.709,0.138,0.137,0.0,0.234,0.399,89.953,260.067,126371223.0,70572997.0,473024.0,8645.0,,,,
"no woman, no cry",fugees,the score (expanded edition),0.846,0.326,0.0,-13.909,0.152,0.0134,3.97e-05,0.28,0.367,88.988,273.093,63954918.0,10877346.0,89316.0,1318.0,,,,
zealots,fugees,the score (expanded edition),0.53,0.45,5.0,-14.975,0.489,0.196,2.62e-06,0.147,0.339,77.887,260.547,30918066.0,440124.0,5840.0,166.0,,,,
nappy heads - remix,fugees,blunted on reality,0.77,0.455,1.0,-16.027,0.328,0.137,6.92e-05,0.109,0.643,97.099,322.067,29847410.0,6114388.0,57247.0,1711.0,,,,
how many mics,fugees,the score (expanded edition),0.79,0.522,6.0,-13.346,0.444,0.1,1.19e-05,0.479,0.802,82.923,268.933,21055557.0,604776.0,8045.0,294.0,,,,
the score (feat. diamond d),fugees,the score (expanded edition),0.845,0.312,1.0,-15.843,0.229,0.259,0.0,0.342,0.664,97.002,302.067,11294264.0,28326.0,370.0,16.0,,,,
the mask,fugees,the score (expanded edition),0.782,0.476,10.0,-13.373,0.362,0.144,0.0,0.551,0.911,88.472,290.56,7717822.0,215910.0,3074.0,141.0,,,,
vocab - refugees hip hop remix,fugees,greatest hits,0.626,0.616,7.0,-8.924,0.344,0.0919,1.62e-05,0.0837,0.551,84.775,240.36,,12287558.0,155649.0,2353.0,,,,
the anthem,good charlotte,the young and the hopeless,0.494,0.939,1.0,-3.127,0.126,0.00666,0.0,0.139,0.893,177.751,175.093,326736927.0,82089326.0,497872.0,18409.0,,,,
lifestyles of the rich & famous,good charlotte,the young and the hopeless,0.62,0.93,1.0,-3.685,0.0374,0.00043,0.0,0.0686,0.609,106.22,190.173,184416166.0,38565081.0,172094.0,7610.0,,,,
i just wanna live,good charlotte,"the chronicles of life and death (""life"" version)",0.803,0.83,10.0,-4.636,0.0356,0.0144,0.0,0.103,0.935,111.033,166.053,82843050.0,50338486.0,331798.0,7707.0,,,,
girls & boys,good charlotte,the young and the hopeless,0.663,0.72,3.0,-5.497,0.0331,0.00212,0.0,0.358,0.608,135.342,183.493,75423811.0,19627003.0,98209.0,5932.0,,,,
little things,good charlotte,good charlotte,0.686,0.84,1.0,-5.142,0.159,0.0601,5.38e-06,0.164,0.704,105.0,203.027,62308884.0,13425876.0,69199.0,4043.0,,,,
i don't wanna be in love (dance floor anthem),good charlotte,good morning revival,0.64,0.884,6.0,-2.609,0.0428,0.0226,0.0,0.187,0.573,124.968,244.0,102110353.0,20520194.0,149849.0,4709.0,,,,
the river,good charlotte,good morning revival,0.439,0.945,1.0,-2.21,0.138,0.00677,0.0,0.166,0.455,161.954,195.68,92093771.0,37536525.0,240778.0,13035.0,,,,
take this crown (feat. good charlotte),good charlotte,my favorite blue jeans,0.455,0.948,11.0,-5.379,0.226,0.0033,0.000165,0.116,0.267,160.04,215.987,2120054.0,106980.0,956.0,48.0,,,,
self-sabotage (feat. good charlotte),good charlotte,self-sabotage (feat. good charlotte),0.57,0.873,9.0,-3.484,0.0821,0.0937,0.0,0.627,0.501,118.035,157.054,1279971.0,36302.0,1295.0,94.0,,,,
like it's her birthday,good charlotte,cardiology,0.592,0.868,11.0,-2.983,0.0679,0.00884,0.0,0.144,0.815,109.985,210.507,16565404.0,7081143.0,35748.0,3175.0,,,,
ace of spades,motã¶rhead,ace of spades (expanded edition),0.342,0.91,4.0,-7.748,0.0758,4.02e-05,0.000121,0.0823,0.547,140.452,166.36,356312922.0,22843125.0,264142.0,7278.0,,,,
overkill,motã¶rhead,overkill (expanded bonus track edition),0.266,0.866,11.0,-7.885,0.112,5.44e-06,0.0185,0.0961,0.211,119.41,311.133,59012236.0,15479228.0,125472.0,4513.0,,,,
the game (triple h),motã¶rhead,"wwe: the music, vol. 5",0.303,0.978,8.0,-2.123,0.122,0.00653,0.0,0.0958,0.28,170.286,209.907,67270731.0,30784016.0,198146.0,11137.0,,,,
killed by death,motã¶rhead,no remorse,0.387,0.942,2.0,-8.052,0.0442,0.00854,0.000437,0.491,0.251,134.558,279.307,34468216.0,5829454.0,62943.0,1637.0,,,,
god was never on your side,motã¶rhead,kiss of death,0.291,0.887,3.0,-4.629,0.0877,0.161,0.000634,0.103,0.183,175.921,261.187,23646573.0,1481724.0,30480.0,1638.0,,,,
hellraiser - 30th anniversary edition,motã¶rhead,no more tears (30th anniversary expanded edition),0.622,0.905,4.0,-5.12,0.0428,0.00329,2.93e-05,0.115,0.441,96.049,295.24,9867762.0,21322114.0,489168.0,13696.0,,,,
in the name of tragedy,motã¶rhead,inferno,0.449,0.994,8.0,-4.836,0.0824,0.000106,2.13e-06,0.102,0.447,149.91,183.64,10553309.0,1710483.0,13480.0,616.0,,,,
